pokemon_id,move_id,game_id,learn_method_id,level
2,606,3,5,
2,619,3,5,
2,674,3,5,
2,676,3,5,
2,691,3,5,
2,733,3,5,
2,741,3,5,
2,743,3,5,
2,751,3,5,
2,757,3,5,
2,800,3,5,
2,855,3,5,
2,310,4,1,1
2,311,4,1,1
2,762,4,1,1
2,827,4,1,1
2,407,4,1,9
2,583,4,1,12
2,531,4,1,15
2,673,4,1,15
2,636,4,1,20
2,767,4,1,25
2,754,4,1,30
2,759,4,1,35
2,856,4,1,40
2,547,4,1,45
2,691,4,1,50
2,147,4,4,
2,379,4,4,
2,519,4,4,
2,800,4,4,
2,6,4,5,
2,71,4,5,
2,93,4,5,
2,106,4,5,
2,147,4,5,
2,147,4,5,
2,175,4,5,
2,175,4,5,
2,215,4,5,
2,216,4,5,
2,226,4,5,
2,232,4,5,
2,295,4,5,
2,303,4,5,
2,304,4,5,
2,306,4,5,
2,306,4,5,
2,307,4,5,
2,340,4,5,
2,394,4,5,
2,394,4,5,
2,403,4,5,
2,430,4,5,
2,552,4,5,
2,592,4,5,
2,600,4,5,
2,600,4,5,
2,636,4,5,
2,674,4,5,
2,676,4,5,
2,691,4,5,
2,741,4,5,
2,743,4,5,
2,757,4,5,
2,767,4,5,
2,778,4,5,
2,800,4,5,
2,800,4,5,
2,803,4,5,
2,825,4,5,
2,841,4,5,
2,841,4,5,
3,310,1,1,1
3,407,1,1,1
3,519,1,1,1
3,762,1,1,1
3,827,1,1,1
3,310,1,1,3
3,407,1,1,7
3,827,1,1,9
3,531,1,1,13
3,673,1,1,13
3,767,1,1,15
3,583,1,1,20
3,754,1,1,23
3,311,1,1,28
3,175,1,1,31
3,856,1,1,39
3,759,1,1,45
3,518,1,1,50
3,691,1,1,53
3,519,1,2,
3,58,1,3,
3,67,1,3,
3,281,1,3,
3,295,1,3,
3,304,1,3,
3,394,1,3,
3,508,1,3,
3,636,1,3,
3,687,1,3,
3,727,1,3,
3,759,1,3,
3,856,1,3,
3,17,1,4,
3,106,1,4,
3,147,1,4,
3,215,1,4,
3,295,1,4,
3,305,1,4,
3,307,1,4,
3,379,1,4,
3,403,1,4,
3,430,1,4,
3,488,1,4,
3,519,1,4,
3,547,1,4,
3,666,1,4,
3,675,1,4,
3,35,1,5,
3,91,1,5,
3,125,1,5,
3,174,1,5,
3,200,1,5,
3,201,1,5,
3,216,1,5,
3,226,1,5,
3,283,1,5,
3,296,1,5,
3,303,1,5,
3,342,1,5,
3,356,1,5,
3,412,1,5,
3,488,1,5,
3,552,1,5,
3,592,1,5,
3,594,1,5,
3,600,1,5,
3,615,1,5,
3,619,1,5,
3,674,1,5,
3,676,1,5,
3,691,1,5,
3,741,1,5,
3,743,1,5,
3,751,1,5,
3,757,1,5,
3,800,1,5,
3,825,1,5,
3,855,1,5,
3,310,2,1,1
3,311,2,1,1
3,518,2,1,1
3,519,2,1,1
3,762,2,1,1
3,827,2,1,1
3,407,2,1,9
3,583,2,1,12
3,531,2,1,15
3,673,2,1,15
3,636,2,1,20
3,767,2,1,25
3,754,2,1,30
3,759,2,1,37
3,856,2,1,44
3,175,2,1,51
3,691,2,1,58
3,518,2,2,
3,306,2,3,
3,780,2,3,
3,147,2,4,
3,379,2,4,
3,488,2,4,
3,519,2,4,
3,666,2,4,
3,800,2,4,
3,17,2,5,
3,35,2,5,
3,71,2,5,
3,91,2,5,
3,93,2,5,
3,106,2,5,
3,199,2,5,
3,200,2,5,
3,215,2,5,
3,216,2,5,
3,226,2,5,
3,232,2,5,
3,295,2,5,
3,296,2,5,
3,303,2,5,
3,307,2,5,
3,340,2,5,
3,356,2,5,
3,403,2,5,
3,412,2,5,
3,430,2,5,
3,508,2,5,
3,547,2,5,
3,552,2,5,
3,592,2,5,
3,615,2,5,
3,619,2,5,
3,636,2,5,
3,674,2,5,
3,676,2,5,
3,687,2,5,
3,691,2,5,
3,727,2,5,
3,741,2,5,
3,743,2,5,
3,757,2,5,
3,825,2,5,
3,841,2,5,
3,855,2,5,
3,310,3,1,1
3,311,3,1,1
3,518,3,1,1
3,519,3,1,1
3,762,3,1,1
3,827,3,1,1
3,407,3,1,9
3,583,3,1,12
3,531,3,1,15
3,673,3,1,15
3,636,3,1,20
3,767,3,1,25
3,754,3,1,30
3,759,3,1,37
3,856,3,1,44
3,175,3,1,51
3,691,3,1,58
3,518,3,2,
3,281,3,3,
3,17,3,4,
3,106,3,4,
3,147,3,4,
3,307,3,4,
3,379,3,4,
3,403,3,4,
3,430,3,4,
3,488,3,4,
3,519,3,4,
3,547,3,4,
3,666,3,4,
3,675,3,4,
3,35,3,5,
3,91,3,5,
3,93,3,5,
3,148,3,5,
3,174,3,5,
3,200,3,5,
3,215,3,5,
3,216,3,5,
3,226,3,5,
3,232,3,5,
3,257,3,5,
3,295,3,5,
3,296,3,5,
3,303,3,5,
3,356,3,5,
3,412,3,5,
3,552,3,5,
3,592,3,5,
3,600,3,5,
3,603,3,5,
3,606,3,5,
3,619,3,5,
3,674,3,5,
3,676,3,5,
3,691,3,5,
3,733,3,5,
3,741,3,5,
3,743,3,5,
3,751,3,5,
3,757,3,5,
3,800,3,5,
3,855,3,5,
3,310,4,1,1
3,311,4,1,1
3,519,4,1,1
3,762,4,1,1
3,827,4,1,1
3,407,4,1,9
3,583,4,1,12
3,531,4,1,15
3,673,4,1,15
3,636,4,1,20
3,767,4,1,25
3,754,4,1,30
3,759,4,1,37
3,856,4,1,44
3,547,4,1,51
3,691,4,1,58
3,518,4,2,
3,147,4,4,
3,379,4,4,
3,519,4,4,
3,800,4,4,
3,6,4,5,
3,17,4,5,
3,71,4,5,
3,91,4,5,
3,93,4,5,
3,106,4,5,
3,147,4,5,
3,147,4,5,
3,175,4,5,
3,175,4,5,
3,199,4,5,
3,200,4,5,
3,215,4,5,
3,216,4,5,
3,226,4,5,
3,232,4,5,
3,281,4,5,
3,295,4,5,
3,296,4,5,
3,303,4,5,
3,304,4,5,
3,306,4,5,
3,306,4,5,
3,307,4,5,
3,340,4,5,
3,356,4,5,
3,394,4,5,
3,394,4,5,
3,403,4,5,
3,430,4,5,
3,518,4,5,
3,518,4,5,
3,530,4,5,
3,552,4,5,
3,592,4,5,
3,600,4,5,
3,600,4,5,
3,628,4,5,
3,636,4,5,
3,674,4,5,
3,676,4,5,
3,691,4,5,
3,727,4,5,
3,741,4,5,
3,743,4,5,
3,757,4,5,
3,767,4,5,
3,778,4,5,
3,800,4,5,
3,800,4,5,
3,803,4,5,
3,825,4,5,
3,841,4,5,
3,841,4,5,
4,310,1,1,1
4,630,1,1,1
4,212,1,1,7
4,682,1,1,10
4,186,1,1,16
4,628,1,1,19
4,243,1,1,25
4,252,1,1,28
4,672,1,1,34
4,255,1,1,37
4,247,1,1,43
4,377,1,1,46
4,185,1,3,
4,245,1,3,
4,246,1,3,
4,271,1,3,
4,338,1,3,
4,384,1,3,
4,687,1,3,
4,789,1,3,
4,13,1,4,
4,19,1,4,
4,51,1,4,
4,55,1,4,
4,59,1,4,
4,137,1,4,
4,144,1,4,
4,181,1,4,
4,185,1,4,
4,187,1,4,
4,256,1,4,
4,271,1,4,
4,452,1,4,
4,508,1,4,
4,9,1,5,
4,35,1,5,
4,83,1,5,
4,125,1,5,
4,174,1,5,
4,180,1,5,
4,201,1,5,
4,226,1,5,
4,242,1,5,
4,253,1,5,
4,255,1,5,
4,261,1,5,
4,283,1,5,
4,342,1,5,
4,510,1,5,
4,552,1,5,
4,592,1,5,
4,594,1,5,
4,605,1,5,
4,608,1,5,
4,615,1,5,
4,642,1,5,
4,674,1,5,
4,741,1,5,
4,743,1,5,
4,751,1,5,
4,757,1,5,
4,800,1,5,
4,849,1,5,
4,855,1,5,
4,310,2,1,1
4,630,2,1,1
4,212,2,1,4
4,682,2,1,8
4,178,2,1,12
4,243,2,1,17
4,672,2,1,20
4,255,2,1,24
4,628,2,1,28
4,247,2,1,32
4,377,2,1,36
4,256,2,1,40
4,19,2,4,
4,55,2,4,
4,59,2,4,
4,137,2,4,
4,187,2,4,
4,188,2,4,
4,452,2,4,
4,850,2,4,
4,7,2,5,
4,35,2,5,
4,51,2,5,
4,71,2,5,
4,83,2,5,
4,144,2,5,
4,160,2,5,
4,180,2,5,
4,181,2,5,
4,185,2,5,
4,215,2,5,
4,226,2,5,
4,232,2,5,
4,242,2,5,
4,243,2,5,
4,246,2,5,
4,247,2,5,
4,255,2,5,
4,256,2,5,
4,261,2,5,
4,338,2,5,
4,340,2,5,
4,384,2,5,
4,446,2,5,
4,447,2,5,
4,508,2,5,
4,510,2,5,
4,552,2,5,
4,592,2,5,
4,605,2,5,
4,608,2,5,
4,615,2,5,
4,628,2,5,
4,642,2,5,
4,674,2,5,
4,687,2,5,
4,741,2,5,
4,743,2,5,
4,755,2,5,
4,757,2,5,
4,789,2,5,
4,841,2,5,
4,849,2,5,
4,855,2,5,
4,310,3,1,1
4,630,3,1,1
4,212,3,1,4
4,682,3,1,8
4,178,3,1,12
4,243,3,1,17
4,672,3,1,20
4,255,3,1,24
4,628,3,1,28
4,247,3,1,32
4,377,3,1,36
4,256,3,1,40
4,13,3,4,
4,19,3,4,
4,51,3,4,
4,55,3,4,
4,59,3,4,
4,137,3,4,
4,144,3,4,
4,181,3,4,
4,187,3,4,
4,188,3,4,
4,256,3,4,
4,452,3,4,
4,508,3,4,
4,850,3,4,
4,9,3,5,
4,35,3,5,
4,83,3,5,
4,148,3,5,
4,160,3,5,
4,174,3,5,
4,180,3,5,
4,185,3,5,
4,215,3,5,
4,226,3,5,
4,232,3,5,
4,242,3,5,
4,255,3,5,
4,261,3,5,
4,271,3,5,
4,384,3,5,
4,510,3,5,
4,552,3,5,
4,592,3,5,
4,605,3,5,
4,606,3,5,
4,608,3,5,
4,642,3,5,
4,674,3,5,
4,733,3,5,
4,741,3,5,
4,743,3,5,
4,751,3,5,
4,757,3,5,
4,849,3,5,
4,855,3,5,
4,310,4,1,1
4,630,4,1,1
4,212,4,1,4
4,682,4,1,8
4,178,4,1,12
4,243,4,1,17
4,672,4,1,20
4,255,4,1,24
4,628,4,1,28
4,247,4,1,32
4,377,4,1,36
4,256,4,1,40
4,19,4,4,
4,55,4,4,
4,59,4,4,
4,137,4,4,
4,187,4,4,
4,188,4,4,
4,384,4,4,
4,452,4,4,
4,71,4,5,
4,82,4,5,
4,83,4,5,
4,144,4,5,
4,160,4,5,
4,180,4,5,
4,181,4,5,
4,185,4,5,
4,188,4,5,
4,215,4,5,
4,226,4,5,
4,232,4,5,
4,242,4,5,
4,243,4,5,
4,245,4,5,
4,246,4,5,
4,247,4,5,
4,253,4,5,
4,255,4,5,
4,256,4,5,
4,261,4,5,
4,269,4,5,
4,271,4,5,
4,338,4,5,
4,340,4,5,
4,452,4,5,
4,508,4,5,
4,510,4,5,
4,552,4,5,
4,592,4,5,
4,600,4,5,
4,605,4,5,
4,608,4,5,
4,628,4,5,
4,642,4,5,
4,674,4,5,
4,741,4,5,
4,743,4,5,
4,755,4,5,
4,757,4,5,
4,767,4,5,
4,777,4,5,
4,778,4,5,
4,789,4,5,
4,841,4,5,
4,849,4,5,
5,212,1,1,1
5,310,1,1,1
5,630,1,1,1
5,212,1,1,7
5,682,1,1,10
5,186,1,1,17
5,628,1,1,21
5,243,1,1,28
5,252,1,1,32
5,672,1,1,39
5,255,1,1,43
5,247,1,1,50
5,377,1,1,54
5,185,1,3,
5,245,1,3,
5,246,1,3,
5,271,1,3,
5,338,1,3,
5,384,1,3,
5,687,1,3,
5,789,1,3,
5,13,1,4,
5,19,1,4,
5,51,1,4,
5,55,1,4,
5,59,1,4,
5,137,1,4,
5,144,1,4,
5,181,1,4,
5,185,1,4,
5,187,1,4,
5,256,1,4,
5,271,1,4,
5,452,1,4,
5,508,1,4,
5,9,1,5,
5,35,1,5,
5,83,1,5,
5,125,1,5,
5,174,1,5,
5,180,1,5,
5,201,1,5,
5,226,1,5,
5,242,1,5,
5,253,1,5,
5,255,1,5,
5,261,1,5,
5,283,1,5,
5,342,1,5,
5,510,1,5,
5,552,1,5,
5,592,1,5,
5,594,1,5,
5,605,1,5,
5,608,1,5,
5,615,1,5,
5,642,1,5,
5,674,1,5,
5,741,1,5,
5,743,1,5,
5,751,1,5,
5,757,1,5,
5,800,1,5,
5,849,1,5,
5,855,1,5,
5,212,2,1,1
5,310,2,1,1
5,630,2,1,1
5,682,2,1,1
5,178,2,1,12
5,243,2,1,19
5,672,2,1,24
5,255,2,1,30
5,628,2,1,37
5,247,2,1,42
5,377,2,1,48
5,256,2,1,54
5,19,2,4,
5,55,2,4,
5,59,2,4,
5,137,2,4,
5,187,2,4,
5,188,2,4,
5,452,2,4,
5,850,2,4,
5,7,2,5,
5,35,2,5,
5,51,2,5,
5,71,2,5,
5,83,2,5,
5,144,2,5,
5,160,2,5,
5,180,2,5,
5,181,2,5,
5,185,2,5,
5,215,2,5,
5,226,2,5,
5,232,2,5,
5,242,2,5,
5,243,2,5,
5,246,2,5,
5,247,2,5,
5,255,2,5,
5,256,2,5,
5,261,2,5,
5,338,2,5,
5,340,2,5,
5,384,2,5,
5,446,2,5,
5,447,2,5,
5,508,2,5,
5,510,2,5,
5,552,2,5,
5,592,2,5,
5,605,2,5,
5,608,2,5,
5,615,2,5,
5,628,2,5,
5,642,2,5,
5,674,2,5,
5,687,2,5,
5,741,2,5,
5,743,2,5,
5,755,2,5,
5,757,2,5,
5,789,2,5,
5,841,2,5,
5,849,2,5,
5,855,2,5,
5,212,3,1,1
5,310,3,1,1
5,630,3,1,1
5,682,3,1,1
5,178,3,1,12
5,243,3,1,19
5,672,3,1,24
5,255,3,1,30
5,628,3,1,37
5,247,3,1,42
5,377,3,1,48
5,256,3,1,54
5,13,3,4,
5,19,3,4,
5,51,3,4,
5,55,3,4,
5,59,3,4,
5,137,3,4,
5,144,3,4,
5,181,3,4,
5,187,3,4,
5,188,3,4,
5,256,3,4,
5,452,3,4,
5,508,3,4,
5,850,3,4,
5,9,3,5,
5,35,3,5,
5,83,3,5,
5,148,3,5,
5,160,3,5,
5,174,3,5,
5,180,3,5,
5,185,3,5,
5,215,3,5,
5,226,3,5,
5,232,3,5,
5,242,3,5,
5,255,3,5,
5,261,3,5,
5,271,3,5,
5,384,3,5,
5,510,3,5,
5,552,3,5,
5,592,3,5,
5,605,3,5,
5,606,3,5,
5,608,3,5,
5,642,3,5,
5,674,3,5,
5,733,3,5,
5,741,3,5,
5,743,3,5,
5,751,3,5,
5,757,3,5,
5,849,3,5,
5,855,3,5,
5,212,4,1,1
5,310,4,1,1
5,630,4,1,1
5,682,4,1,1
5,178,4,1,12
5,243,4,1,19
5,672,4,1,24
5,255,4,1,30
5,628,4,1,37
5,377,4,1,48
5,256,4,1,54
5,19,4,4,
5,55,4,4,
5,59,4,4,
5,137,4,4,
5,187,4,4,
5,188,4,4,
5,384,4,4,
5,452,4,4,
5,71,4,5,
5,82,4,5,
5,83,4,5,
5,144,4,5,
5,160,4,5,
5,180,4,5,
5,181,4,5,
5,185,4,5,
5,188,4,5,
5,215,4,5,
5,226,4,5,
5,232,4,5,
5,242,4,5,
5,243,4,5,
5,245,4,5,
5,246,4,5,
5,247,4,5,
5,253,4,5,
5,255,4,5,
5,256,4,5,
5,261,4,5,
5,271,4,5,
5,338,4,5,
5,340,4,5,
5,508,4,5,
5,510,4,5,
5,552,4,5,
5,592,4,5,
5,600,4,5,
5,605,4,5,
5,608,4,5,
5,628,4,5,
5,642,4,5,
5,674,4,5,
5,741,4,5,
5,743,4,5,
5,755,4,5,
5,757,4,5,
5,767,4,5,
5,777,4,5,
5,778,4,5,
5,789,4,5,
5,841,4,5,
5,849,4,5,
6,14,1,1,1
6,180,1,1,1
6,212,1,1,1
6,256,1,1,1
6,310,1,1,1
6,338,1,1,1
6,630,1,1,1
6,642,1,1,1
6,850,1,1,1
6,212,1,1,7
6,682,1,1,10
6,186,1,1,17
6,628,1,1,21
6,243,1,1,28
6,252,1,1,32
6,672,1,1,41
6,255,1,1,47
6,247,1,1,56
6,377,1,1,62
6,338,1,1,71
6,256,1,1,77
6,850,1,2,
6,62,1,3,
6,156,1,3,
6,185,1,3,
6,245,1,3,
6,246,1,3,
6,271,1,3,
6,338,1,3,
6,384,1,3,
6,508,1,3,
6,687,1,3,
6,766,1,3,
6,789,1,3,
6,13,1,4,
6,19,1,4,
6,51,1,4,
6,55,1,4,
6,59,1,4,
6,137,1,4,
6,144,1,4,
6,181,1,4,
6,185,1,4,
6,187,1,4,
6,256,1,4,
6,271,1,4,
6,452,1,4,
6,508,1,4,
6,9,1,5,
6,35,1,5,
6,83,1,5,
6,85,1,5,
6,91,1,5,
6,125,1,5,
6,174,1,5,
6,180,1,5,
6,188,1,5,
6,200,1,5,
6,201,1,5,
6,226,1,5,
6,242,1,5,
6,253,1,5,
6,255,1,5,
6,261,1,5,
6,267,1,5,
6,269,1,5,
6,283,1,5,
6,296,1,5,
6,342,1,5,
6,356,1,5,
6,510,1,5,
6,552,1,5,
6,592,1,5,
6,594,1,5,
6,600,1,5,
6,605,1,5,
6,608,1,5,
6,613,1,5,
6,615,1,5,
6,642,1,5,
6,668,1,5,
6,674,1,5,
6,691,1,5,
6,722,1,5,
6,741,1,5,
6,743,1,5,
6,751,1,5,
6,757,1,5,
6,800,1,5,
6,849,1,5,
6,855,1,5,
6,14,2,1,1
6,180,2,1,1
6,212,2,1,1
6,310,2,1,1
6,338,2,1,1
6,630,2,1,1
6,682,2,1,1
6,178,2,1,12
6,243,2,1,19
6,672,2,1,24
6,255,2,1,30
6,628,2,1,39
6,247,2,1,46
6,377,2,1,54
6,256,2,1,62
6,14,2,2,
6,196,2,3,
6,627,2,3,
6,629,2,3,
6,19,2,4,
6,55,2,4,
6,59,2,4,
6,137,2,4,
6,187,2,4,
6,188,2,4,
6,452,2,4,
6,850,2,4,
6,7,2,5,
6,14,2,5,
6,35,2,5,
6,51,2,5,
6,63,2,5,
6,71,2,5,
6,82,2,5,
6,83,2,5,
6,85,2,5,
6,91,2,5,
6,144,2,5,
6,160,2,5,
6,180,2,5,
6,181,2,5,
6,185,2,5,
6,200,2,5,
6,215,2,5,
6,226,2,5,
6,232,2,5,
6,242,2,5,
6,243,2,5,
6,246,2,5,
6,247,2,5,
6,255,2,5,
6,256,2,5,
6,261,2,5,
6,267,2,5,
6,269,2,5,
6,296,2,5,
6,337,2,5,
6,338,2,5,
6,340,2,5,
6,352,2,5,
6,356,2,5,
6,384,2,5,
6,446,2,5,
6,447,2,5,
6,484,2,5,
6,508,2,5,
6,510,2,5,
6,552,2,5,
6,592,2,5,
6,605,2,5,
6,608,2,5,
6,615,2,5,
6,628,2,5,
6,642,2,5,
6,674,2,5,
6,687,2,5,
6,691,2,5,
6,722,2,5,
6,741,2,5,
6,743,2,5,
6,755,2,5,
6,757,2,5,
6,789,2,5,
6,841,2,5,
6,849,2,5,
6,855,2,5,
6,14,3,1,1
6,180,3,1,1
6,212,3,1,1
6,310,3,1,1
6,338,3,1,1
6,630,3,1,1
6,682,3,1,1
6,178,3,1,12
6,243,3,1,19
6,672,3,1,24
6,255,3,1,30
6,628,3,1,39
6,247,3,1,46
6,377,3,1,54
6,256,3,1,62
6,14,3,2,
6,62,3,3,
6,13,3,4,
6,19,3,4,
6,51,3,4,
6,55,3,4,
6,59,3,4,
6,137,3,4,
6,144,3,4,
6,181,3,4,
6,187,3,4,
6,188,3,4,
6,256,3,4,
6,452,3,4,
6,508,3,4,
6,850,3,4,
6,9,3,5,
6,35,3,5,
6,83,3,5,
6,91,3,5,
6,148,3,5,
6,160,3,5,
6,174,3,5,
6,180,3,5,
6,185,3,5,
6,200,3,5,
6,215,3,5,
6,226,3,5,
6,232,3,5,
6,242,3,5,
6,255,3,5,
6,261,3,5,
6,267,3,5,
6,269,3,5,
6,271,3,5,
6,296,3,5,
6,356,3,5,
6,384,3,5,
6,510,3,5,
6,552,3,5,
6,592,3,5,
6,600,3,5,
6,605,3,5,
6,606,3,5,
6,608,3,5,
6,613,3,5,
6,642,3,5,
6,674,3,5,
6,691,3,5,
6,722,3,5,
6,733,3,5,
6,741,3,5,
6,743,3,5,
6,751,3,5,
6,757,3,5,
6,849,3,5,
6,855,3,5,
6,180,4,1,1
6,212,4,1,1
6,310,4,1,1
6,338,4,1,1
6,630,4,1,1
6,682,4,1,1
6,178,4,1,12
6,243,4,1,19
6,672,4,1,24
6,255,4,1,30
6,628,4,1,39
6,247,4,1,46
6,377,4,1,54
6,256,4,1,62
6,14,4,2,
6,19,4,4,
6,55,4,4,
6,59,4,4,
6,137,4,4,
